;Title;Tags;Author;Text;Date
120;Philosopher, linguist Prof Sathianpong Wannapok dies;['THAILAND'];Online Reporters;» Prof Sathianphong Wannapok (specially appointed), a member of the Royal Institute in the field of theology and respected philosopher died on Wednesday at the age of 83.;2022-04-07
121;Musk tops billionaire rich list;['EASY NEWS'];Gary Boyle;» Tesla CEO Elon Musk has for the first time topped Forbes' new World's Billionaires ranking while Thai billionaire Dhanin Chearavanont has dropped from No.103 in last year's ranking to No.137.;2022-04-07
122;Family of three die as fire guts row of townhouses;['THAILAND'];Online Reporters;» Three members of a family died, with the woman hugging her young grandchild, in a fire that started in their townhouse and then spread to four others in Muang district of Samut Prakan in the early hours of Thursday.;2022-04-07
123;Meta removes Facebook accounts over misinformation ahead of Philippines polls;['WORLD'];Reuters;» Meta Platforms Inc on Wednesday suspended a network of over 400 accounts, pages and groups ahead of general elections in the Philippines as the Facebook parent moves to crack down on hate speech and misinformation. The accounts included Facebook Pages and groups linked to Philippines' New People's Army, a banned organisation, the social media company said.;2022-04-07
124;Russian, Belarusian runners banned from Boston Marathon;['SPORTS'];AFP;» NEW YORK - Russian and Belarusian runners will not be allowed to take part in this year's Boston Marathon because of the invasion of Ukraine, organisers said on Wednesday.;2022-04-07
125;'Cyber Rodeo' bash fetes new Tesla plant in Texas;['WORLD'];AFP;"» SAN FRANCISCO - Electric car lovers are flocking to Austin for an enormous party Thursday celebrating a new Tesla ""gigafactory"" in Texas the size of 100 professional soccer fields.";2022-04-07
126;Smuggled sketches offer glimpses into harsh Myanmar prison;['WORLD'];Reuters;» In one drawing, dozens of men sit crammed into a single room, hunched with their knees together, every inch of space occupied. In another, they lie back to back on the floor, their faces straining with discomfort.;2022-04-07
127;Japan to let non-resident foreigners enter in 'exceptional circumstances';['TRAVEL'];Kyodo News;» Japan will lift its entry ban on non-resident foreign nationals from 106 countries including Thailand, Britain, India and the United States starting from Friday, the government said, as part of procedures to gradually ease Covid-19 restrictions.;2022-04-07
128;Pregnant gaur found dead in national park;['THAILAND'];Supapong Chaolan;» PRACHUAP KHIRI KHAN: A female gaur was found dead in Kui Buri National Park in Kui Buri district on Wednesday and an autopsy revealed she was pregnant.;2022-04-07
129;Man drowns fishing in flooded rice field;['THAILAND'];Nujaree Rakrun;» NAKHON SI THAMMARAT: A man drowned while fishing in a flooded rice field near his village in Phra Phrom district of this southern province, police said.;2022-04-07
130;Dangerous stray dogs pose culling dilemma in N.Africa;['WORLD'];AFP;» ARIANA (TUNISIA) - Packs of stray dogs, a common sight in North African cities, are in the crosshairs after the deaths of two schoolchildren, but animal rights groups urge more humane solutions than mass culling.;2022-04-07
131;Hong Kong activists fade from view as national security case drags;['WORLD'];AFP;» HONG KONG: Hong Kong's most prominent democracy activists have disappeared from view as their prosecution under a security law drags into its second year, with lawyers and family members warning the defendants are losing faith in the courts.;2022-04-07
132;CARRO ranks top automobile tech by Financial Times;['THAILAND'];;» CARRO, Southeast Asia’s first unicorn start-up and largest end-to-end online used-car marketplace, was named the fastest-growing company in the automobile tech category in the prestigious annual Financial Times ranking of High-Growth Companies Asia-Pacific. CARRO ranked Top 5 in Singapore and 28th in the Asia-Pacific region.;2022-04-07
133;Turkey braces to hand Khashoggi trial to Saudis;['WORLD'];AFP;» ISTANBUL - Turkey on Thursday holds the final stage of the trial in absentia of 26 suspects linked to the killing of Saudi critic Jamal Khashoggi before transferring the case to Riyadh, a decision that has angered rights groups.;2022-04-07
134;VIDEO: Trainer Ben Livestream April 5;['VIDEO'];Gary Boyle;» Watch Trainer Ben's English class;2022-04-07
135;Suvarnabhumi airport arrivals up since tests lifted;['EASY NEWS'];Gary Boyle;» Suvarnabhumi airport has seen a sharp rise in the number of international arrivals since the requirement for pre-flight Covid-19 tests was lifted.;2022-04-07
136;Verstappen wary of revamped Australian GP circuit as Leclerc looms;['SPORTS'];AFP;"» MELBOURNE - World champion Max Verstappen is eyeing a ""smooth weekend"" to build on his victory in Saudi Arabia, but is wary about a revamped Albert Park circuit as Formula One returns to Melbourne after a two-year hiatus.";2022-04-07
137;Streamers come of age after 'CODA' Oscar win;['LIFE'];AFP;» LOS ANGELES - Almost buried by the attention surrounding The Slap at the Oscars was a historic first: a streaming film won best picture, taking Hollywood's top prize from the legacy studios that have long dominated the town.;2022-04-07
138;Father's lost fan letter delivers message of pandemic love;['WORLD'];AFP;» RIO DE JANEIRO: Like so many victims of Covid-19, Brazilian Karlo Schneider never got to say goodbye to his family. Unlike most, he managed to get them a message a year after he died.;2022-04-07
139;Temple 'embezzler' had plans for supercar;['ADVANCED NEWS'];Gary Boyle;» Further details have emerged about luxury cars purchased by suspected embezzler Apirat Jayankura Na Ayudhya, a close aide of the late abbot Somdej Phra Wannarat of Wat Bowon Niwet Vihara.;2022-04-07
140;New Covid cases soar above 26,000 Thursday, 91 deaths;['THAILAND'];Online Reporters;» The country registered a sharply higher 26,081 more Covid-19 cases, the Public Health Ministry announced on Thursday morning, along with 91 new fatalities during the previous 24 hours.;2022-04-07
141;Good times: Luxury watchmakers face soaring demand;['LIFE'];AFP;» ZURICH: Times have been so good for luxury watchmakers that they are running behind demand, forcing some to delay the release of new collections and others to invest more in production capacity.;2022-04-07
142;Putin's daughters, sanctioned by US, hidden from public eye;['WORLD'];AFP;"» WASHINGTON - Little is known publicly about Russian President Vladimir Putin's daughters, sanctioned on Wednesday by the US government over Moscow's ""atrocities in Ukraine.""";2022-04-07
143;Covid increases risk of blood clots for up to six months: study;['WORLD'];AFP;» PARIS: People who have had Covid-19 have an increased risk of developing serious blood clots for up to six months after getting infected, even in mild cases, a study said Thursday.;2022-04-07
144;Woods defies the odds in quest for sixth Masters title;['SPORTS'];AFP;» AUGUSTA: Tiger Woods was poised to launch his boldest Masters bid yet on Thursday, a quarter-century after his 12-shot triumph at Augusta National heralded a new era in golf.;2022-04-07
145;Fox caught at US Capitol had rabies: city health authority;['WORLD'];AFP;» WASHINGTON - A fox that was put down after biting at least nine people including a congressman at the US Capitol has tested positive for rabies, public health officials said Wednesday.;2022-04-07
146;Canada approves controversial Bay du Nord offshore oil project;['BUSINESS'];AFP;» OTTAWA: Canada's environment minister approved Wednesday a controversial offshore oil project expected to see 300 million barrels of oil extracted over 30 years -- and to set back efforts to curb climate change.;2022-04-07
147;Turkey fishermen fear mines in Black Sea;['WORLD'];AFP;"» RUMELIFENERI (TURKEY) - Turkish fisherman Sahin Afsut fears the worst: hitting a mine and ""disappearing underwater in the blink of an eye"".";2022-04-07
148;Amazon to Spend Billions on Fleet of Internet Satellites;['BUSINESS'];Business;» Amazon.com Inc. is stepping up plans for its proposed fleet of internet satellites that would compete with a service operated by Elon Musk's SpaceX, buying dozens of space launches from three rocket companies.;2022-04-07
149;'Fantastic' Benzema treble puts Real in command against Chelsea;['SPORTS'];AFP;"» LONDON: Carlo Ancelotti hailed Karim Benzema's ""fantastic"" hat-trick as he fired Real Madrid to a 3-1 win against Chelsea that put the Champions League holders on the brink of elimination after Wednesday's quarter-final first leg.";2022-04-07
150;Vaccines as national security;['THAILAND'];;» Experts reveal insights on Thailand’s vaccine plan and strategy at the 10th National Vaccine Conference;2022-04-07
151;Temple 'embezzler' had plans for supercar;['THAILAND'];News;» Further details have emerged about luxury cars purchased by suspected embezzler Apirat Jayankura Na Ayudhya, a close aide of the late abbot Somdej Phra Wannarat of Wat Bowon Niwet Vihara.;2022-04-07
152;In tragic Bucha, people search for the missing;['WORLD'];AFP;» BUCHA (UKRAINE) - As Bucha emerges from the horror of the Russian occupation, townspeople are desperate to know the fate of loved ones. Some know how their story ends. Others still wait to find out, hoping against hope it will not end in tragedy.;2022-04-07
